X,Y,OBJECTID,事務所名,路線名,管理番号,照明灯種別,設置位置,緯度,経度,X座標,Y座標
137.5444722,34.7146388900001,7367,浜松土木事務所,（主）豊橋湖西線,K3-26,高圧ナトリウム灯,湖西市小名川町1098-28,34.71463889,137.5444722,-87522.81042,-142177.2448
137.5065556,34.7168888900001,7368,浜松土木事務所,（主）豊橋湖西線,K3-27,高圧ナトリウム灯,湖西市市場,34.71688889,137.5065556,-90993.49234,-141894.0081
137.5381944,34.7148055600001,7369,浜松土木事務所,（主）豊橋湖西線,K3-28,高圧ナトリウム灯,湖西市鷲津地内,34.71480556,137.5381944,-88097.67416,-142153.2762
138.9389722,35.0198888900001,7370,沼津土木事務所,（国）４１４号,C414-70-5,,伊豆の国市,35.01988889,138.9389722,40059.4004,-108644.3415
138.9416944,35.0103611100001,7371,沼津土木事務所,（国）４１４号,C414-73-15,水銀灯,伊豆の国市田京地内,35.01036111,138.9416944,40312.49969,-109700.171
138.9419444,35.01002778,7372,沼津土木事務所,（国）４１４号,C414-73-16,水銀灯,伊豆の国市田京地内,35.01002778,138.9419444,40335.48045,-109737.0466
138.9420833,35.01016667,7373,沼津土木事務所,（国）４１４号,C414-73-17,水銀灯,伊豆の国市田京地内,35.01016667,138.9420833,40348.08857,-109721.5833
138.9321667,34.9253333300001,7374,沼津土木事務所,（国）４１４号,C414-74,水銀灯,伊豆市月ヶ瀬2,34.92533333,138.9321667,39483.68951,-119136.1059
138.9304444,34.9234166700001,7375,沼津土木事務所,（国）４１４号,C414-74-5,高圧ナトリウム灯,伊豆市篠原64-5,34.92341667,138.9304444,39327.25625,-119349.3976
138.9287222,34.92077778,7376,沼津土木事務所,（国）４１４号,C414-75,水銀灯,伊豆市月ヶ瀬,34.92077778,138.9287222,39171.15974,-119642.8027
138.9280833,34.92061111,7377,沼津土木事務所,（国）４１４号,C414-75-5,高圧ナトリウム灯,伊豆市月ヶ島166-1,34.92061111,138.9280833,39112.86483,-119661.5412
138.7675,34.7825,7378,下田土木事務所,（国）１３６号,A136-81,高圧ナトリウム灯,西伊豆町堂ヶ島2089,34.7825,138.7675,24481.60814,-135032.8014
138.7674167,34.78275,7379,下田土木事務所,（国）１３６号,A136-82,高圧ナトリウム灯,西伊豆町堂ヶ島2089,34.78275,138.7674167,24473.90792,-135005.0902
138.7677778,34.783,7380,下田土木事務所,（国）１３６号,A136-83,高圧ナトリウム灯,西伊豆町堂ヶ島2089,34.783,138.7677778,24506.88277,-134977.2706
138.7840556,34.75366667,7381,下田土木事務所,（主）下田松崎線,A15-29,その他,松崎町江奈,34.75366667,138.7840556,26005.82009,-138226.999
138.7918611,34.7548333300001,7382,下田土木事務所,（主）下田松崎線,A15-3,高圧ナトリウム灯,松崎町江奈,34.75483333,138.7918611,26720.05922,-138095.5393
138.7840556,34.75358333,7383,下田土木事務所,（主）下田松崎線,A15-30,高圧ナトリウム灯,松崎町江奈,34.75358333,138.7840556,26005.84622,-138236.2435
138.7837222,34.75375,7384,下田土木事務所,（主）下田松崎線,A15-31,高圧ナトリウム灯,松崎町江奈,34.75375,138.7837222,25975.27601,-138217.8417
138.7836944,34.75372222,7385,下田土木事務所,（主）下田松崎線,A15-32,高圧ナトリウム灯,松崎町江奈,34.75372222,138.7836944,25972.74139,-138220.9304
138.7836111,34.7537777800001,7386,下田土木事務所,（主）下田松崎線,A15-33,その他,松崎町江奈,34.75377778,138.7836111,25965.09497,-138214.7889
138.906,35.3036388900001,7387,沼津土木事務所,（国）４６９号,C469-02-6,,御殿場市,35.30363889,138.906,36921.97461,-77179.72419
138.9061111,35.30280556,7388,沼津土木事務所,（国）４６９号,C469-02-8,高圧ナトリウム灯,御殿場市北畑地内,35.30280556,138.9061111,36932.45778,-77272.12908
138.9069167,35.30036111,7389,沼津土木事務所,（国）４６９号,C469-02-10,,御殿場市,35.30036111,138.9069167,37006.8302,-77543.00608
138.7914167,34.75452778,7390,下田土木事務所,（主）下田松崎線,A15-5,高圧ナトリウム灯,松崎町江奈,34.75452778,138.7914167,26679.46862,-138129.5506
138.7826944,34.75380556,7391,下田土木事務所,（主）下田松崎線,A15-50,高圧ナトリウム灯,松崎町江奈,34.75380556,138.7826944,25881.16331,-138211.9439
138.8597222,35.258,7392,沼津土木事務所,（国）４６９号,C469-9-5-2,,御殿場市,35.258,138.8597222,32731.77536,-82258.94356
138.8594444,35.2575,7393,沼津土木事務所,（国）４６９号,C469-9-5-3,,御殿場市,35.2575,138.8594444,32706.70042,-82314.50261
138.9030833,35.2969444400001,7394,沼津土木事務所,（国）４６９号,C469-6,水銀灯,御殿場市保土沢10　坪井酒店横,35.29694444,138.9030833,36659.74795,-77923.46141
138.9023056,35.2959722200001,7395,沼津土木事務所,（国）４６９号,C469-7,水銀灯,御殿場市保土沢422-1　管沼石油スタンド前,35.29597222,138.9023056,36589.44828,-78031.60272
138.9325556,35.0217222200001,7396,沼津土木事務所,（国）４１４号,C414-67-1-5,高圧ナトリウム灯,伊豆の国市小阪292-1,35.02172222,138.9325556,39472.94863,-108443.5242
138.8138056,35.25919444,7397,沼津土木事務所,（国）４６９号,C469-15,高圧ナトリウム灯,裾野市須山地内,35.25919444,138.8138056,28553.3014,-82140.6146
138.7919444,35.25566667,7398,沼津土木事務所,（国）４６９号,C469-16,高圧ナトリウム灯,裾野市須山地内,35.25566667,138.7919444,26565.29388,-82538.03679
138.7913889,35.25613889,7399,沼津土木事務所,（国）４６９号,C469-17,高圧ナトリウム灯,裾野市須山地内,35.25613889,138.7913889,26514.58804,-82485.79977
138.7895556,35.2565277800001,7400,沼津土木事務所,（国）４６９号,C469-18,高圧ナトリウム灯,裾野市須山地内,35.25652778,138.7895556,26347.64001,-82443.14658
138.7884444,35.2569722200001,7401,沼津土木事務所,（国）４６９号,C469-19,高圧ナトリウム灯,裾野市須山土里木地内,35.25697222,138.7884444,26246.39188,-82394.13716
138.7835556,35.2564166700001,7402,沼津土木事務所,（国）４６９号,C469-20,高圧ナトリウム灯,裾野市須山土里木地内,35.25641667,138.7835556,25801.71341,-82457.04871
137.5425556,34.7149722200001,7403,浜松土木事務所,（主）豊橋湖西線,K3-29,高圧ナトリウム灯,湖西市鷲津,34.71497222,137.5425556,-87698.02325,-142138.5993
137.5403611,34.7148888900001,7404,浜松土木事務所,（主）豊橋湖西線,K3-30,高圧ナトリウム灯,湖西市鷲津,34.71488889,137.5403611,-87899.12079,-142145.9278
138.9965833,34.74277778,7405,下田土木事務所,（国）１３５号,A135-22-2,水銀灯,河津町浜1-7,34.74277778,138.9965833,45469.23883,-139359.3018
138.9966111,34.7429722200001,7406,下田土木事務所,（国）１３５号,A135-22-3,水銀灯,河津町浜1-7,34.74297222,138.9966111,45471.67596,-139337.7207
138.9968056,34.74286111,7407,下田土木事務所,（国）１３５号,A135-22-4,水銀灯,河津町浜1-7,34.74286111,138.9968056,45489.54164,-139349.9578
138.9966389,34.743,7408,下田土木事務所,（国）１３５号,A135-22-5,水銀灯,河津町浜1-7,34.743,138.9966389,45474.20441,-139334.6266
138.9970556,34.7431388900001,7409,下田土木事務所,（国）１３５号,A135-22-6,水銀灯,河津町浜1-7,34.74313889,138.9970556,45512.28051,-139319.0315
139.0004444,34.7468611100001,7410,下田土木事務所,（国）１３５号,A135-23-02,高圧ナトリウム灯,河津町浜597,34.74686111,139.0004444,45820.52651,-138904.6
139.0017778,34.7477222200001,7411,下田土木事務所,（国）１３５号,A135-23-02-01,高圧ナトリウム灯,河津町見高1-4,34.74772222,139.0017778,45942.13098,-138808.4716
139.0024167,34.74955556,7412,下田土木事務所,（国）１３５号,A135-23-03,高圧ナトリウム灯,河津町見高字今井25,34.74955556,139.0024167,45999.611,-138604.8136
139.0034722,34.75236111,7413,下田土木事務所,（国）１３５号,A135-23-1,高圧ナトリウム灯,河津町見高120番地地先,34.75236111,139.0034722,46094.69572,-138293.1204
137.5079167,34.68905556,7414,浜松土木事務所,（県）湖西東細谷線,K173-13,高圧ナトリウム灯,湖西市白須賀,34.68905556,137.5079167,-90899.25827,-144982.7885
137.4989722,34.6879722200001,7415,浜松土木事務所,（県）湖西東細谷線,K173-14,高圧ナトリウム灯,湖西市白須賀,34.68797222,137.4989722,-91720.01463,-145094.8496
137.4989167,34.6883611100001,7416,浜松土木事務所,（県）湖西東細谷線,K173-15,高圧ナトリウム灯,湖西市境宿,34.68836111,137.4989167,-91724.67562,-145051.6595
138.9155833,34.71780556,7417,下田土木事務所,（主）下田松崎線,A15-0-07,高圧ナトリウム灯,下田市相玉2番地,34.71780556,138.9155833,38063.93779,-142163.0062
138.9055833,34.7180833300001,7418,下田土木事務所,（主）下田松崎線,A15-0-1,水銀灯,下田市横川777-7,34.71808333,138.9055833,37147.89219,-142135.9327
137.5463056,34.7696388900001,7419,浜松土木事務所,（国）３０１号,K301-30,高圧ナトリウム灯,湖西市横山,34.76963889,137.5463056,-87296.99808,-136077.6774
138.9006944,34.71941667,7420,下田土木事務所,（主）下田松崎線,A15-03,水銀灯,下田市横川256番地地先,34.71941667,138.9006944,36699.52083,-141989.826
138.8749167,34.7204166700001,7421,下田土木事務所,（主）下田松崎線,A15-1,高圧ナトリウム灯,下田市加増野487,34.72041667,138.8749167,34338.11444,-141888.0027
138.7893889,34.7541111100001,7422,下田土木事務所,（主）下田松崎線,A15-10,高圧ナトリウム灯,松崎町江奈,34.75411111,138.7893889,26493.95598,-138176.3063
138.7887778,34.7539444400001,7423,下田土木事務所,（主）下田松崎線,A15-11,高圧ナトリウム灯,松崎町江奈,34.75394444,138.7887778,26438.06096,-138194.9552
138.8658611,34.73044444,7424,下田土木事務所,（主）下田松崎線,A15-1-1,高圧ナトリウム灯,下田市加増野863-22地先,34.73044444,138.8658611,33504.6777,-140778.7235
138.7633333,34.78813889,7425,下田土木事務所,（国）１３６号,A136-84,水銀灯,西伊豆町仁科字鍔沢,34.78813889,138.7633333,24098.63332,-134408.3098
138.7634444,34.78875,7426,下田土木事務所,（国）１３６号,A136-85,水銀灯,西伊豆町仁科字鍔沢,34.78875,138.7634444,24108.62361,-134340.4951
138.7636389,34.7891388900001,7427,下田土木事務所,（国）１３６号,A136-86,水銀灯,西伊豆町仁科字鍔沢,34.78913889,138.7636389,24126.30513,-134297.3104
138.7631111,34.7894722200001,7428,下田土木事務所,（国）１３６号,A136-86-1,高圧ナトリウム灯,西伊豆町仁科鍔沢,34.78947222,138.7631111,24077.90956,-134260.4621
138.7637222,34.79022222,7429,下田土木事務所,（国）１３６号,A136-86-2,高圧ナトリウム灯,西伊豆町仁科鍔沢,34.79022222,138.7637222,24133.61531,-134177.1208
138.7818889,34.75430556,7430,下田土木事務所,（主）下田松崎線,A15-54,高圧ナトリウム灯,松崎町江奈,34.75430556,138.7818889,25807.25806,-138156.6883
138.7818889,34.75419444,7431,下田土木事務所,（主）下田松崎線,A15-55,高圧ナトリウム灯,松崎町江奈,34.75419444,138.7818889,25807.29263,-138169.0143
138.7753611,34.8060555600001,7432,下田土木事務所,（国）１３６号,A136-100,高圧ナトリウム灯,西伊豆町中谷,34.80605556,138.7753611,25193.89326,-132417.929
138.7760556,34.8069166700001,7433,下田土木事務所,（国）１３６号,A136-101,高圧ナトリウム灯,西伊豆町中谷,34.80691667,138.7760556,25257.16875,-132322.2346
138.7753889,34.80752778,7434,下田土木事務所,（国）１３６号,A136-101-1,高圧ナトリウム灯,西伊豆町大田子589-7地先,34.80752778,138.7753889,25195.98692,-132254.614
138.776,34.80825,7435,下田土木事務所,（国）１３６号,A136-101-2,高圧ナトリウム灯,西伊豆町大田子715-1地先,34.80825,138.776,25251.6787,-132174.3471
137.5368889,34.7147222200001,7436,浜松土木事務所,（主）豊橋湖西線,K3-21-1,高圧ナトリウム灯,湖西市古見地内,34.71472222,137.5368889,-88217.34999,-142161.377
137.5347222,34.71516667,7437,浜松土木事務所,（主）豊橋湖西線,K3-33,高圧ナトリウム灯,湖西市古見,34.71516667,137.5347222,-88415.34237,-142110.172
137.5440556,34.71466667,7438,浜松土木事務所,（主）豊橋湖西線,K3-34,高圧ナトリウム灯,湖西市鷲津横須賀地内,34.71466667,137.5440556,-87560.9469,-142173.8006
137.5104722,34.68011111,7439,浜松土木事務所,（国）４２号,K42-56,高圧ナトリウム灯,湖西市白須賀地内,34.68011111,137.5104722,-90674.85098,-145977.2975
137.5101389,34.68,7440,浜松土木事務所,（国）４２号,K42-57,高圧ナトリウム灯,湖西市白須賀,34.68,137.5101389,-90705.51775,-145989.3226
137.5099444,34.68025,7441,浜松土木事務所,（国）４２号,K42-58,高圧ナトリウム灯,湖西市白須賀地内,34.68025,137.5099444,-90723.06403,-145961.415
137.50975,34.68011111,7442,浜松土木事務所,（国）４２号,K42-59,高圧ナトリウム灯,湖西市白須賀地内,34.68011111,137.50975,-90741.03357,-145976.6468
137.5093056,34.6801666700001,7443,袋井土木事務所,（国）４２号,K42-60,高圧ナトリウム灯,湖西市白須賀,34.68016667,137.5093056,-90781.70039,-145970.0829
137.4917222,34.7198055600001,7444,浜松土木事務所,（主）豊橋湖西線,K3-39-4,高圧ナトリウム灯,湖西市ときわ3丁目,34.71980556,137.4917222,-92348.9426,-141556.9422
137.4918889,34.72,7445,浜松土木事務所,（主）豊橋湖西線,K3-39-5,高圧ナトリウム灯,湖西市ときわ3丁目,34.72,137.4918889,-92333.46043,-141535.5259
137.5410556,34.7148888900001,7446,浜松土木事務所,（主）豊橋湖西線,K3-40,高圧ナトリウム灯,湖西市鷲津,34.71488889,137.5410556,-87835.50982,-142146.5344
139.0041944,34.753,7447,下田土木事務所,（国）１３５号,A135-23-2,高圧ナトリウム灯,河津町見高地内,34.753,139.0041944,46160.46265,-138221.9191
138.9671111,34.75816667,7448,下田土木事務所,（国）４１４号,A414-41-7,高圧ナトリウム灯,河津町峰地内,34.75816667,138.9671111,42762.68496,-137665.2044
138.9672222,34.7581944400001,7449,下田土木事務所,（国）４１４号,A414-41-8,高圧ナトリウム灯,河津町峰地内,34.75819444,138.9672222,42772.84252,-137662.0766
138.96875,34.7585833300001,7450,下田土木事務所,（国）４１４号,A414-41-9,高圧ナトリウム灯,河津町峰1274,34.75858333,138.96875,42912.50625,-137618.2872
138.9688611,34.7590277800001,7451,下田土木事務所,（国）４１４号,A414-41-10,高圧ナトリウム灯,河津町峰1274,34.75902778,138.9688611,42922.44807,-137568.9385
138.9584444,34.77338889,7452,下田土木事務所,（国）４１４号,A414-41-25,高圧ナトリウム灯,河津町下佐ヶ野地内,34.77338889,138.9584444,41961.56583,-135980.3111
139.0148333,34.75775,7453,下田土木事務所,（国）１３５号,A135-23-7,高圧ナトリウム灯,河津町見高字上田尻1227-3,34.75775,139.0148333,47131.79395,-137690.0801
139.0196111,34.75469444,7454,下田土木事務所,（国）１３５号,A135-23-7-2,高圧ナトリウム灯,河津町長野1259番地先,34.75469444,139.0196111,47570.94522,-138026.772
139.0199444,34.75494444,7455,下田土木事務所,（国）１３５号,A135-23-7-3,高圧ナトリウム灯,河津町長野1259番地先,34.75494444,139.0199444,47601.31877,-137998.8825
139.0235556,34.76541667,7456,下田土木事務所,（国）１３５号,A135-23-8,高圧ナトリウム灯,河津町見高2312,34.76541667,139.0235556,47925.87068,-136835.516
139.0244444,34.7647222200001,7457,下田土木事務所,（国）１３５号,A135-23-91,高圧ナトリウム灯,河津町見高2310-10,34.76472222,139.0244444,48007.64094,-136912.1248
138.9651667,34.6643611100001,7458,下田土木事務所,（県）須崎柿崎線,A116-5-2,高圧ナトリウム灯,下田市須崎1563番地,34.66436111,138.9651667,42632.78223,-148071.4587
138.8628611,35.09836111,7459,沼津土木事務所,（国）４１４号,C414-24,水銀灯,沼津市御幸町,35.09836111,138.8628611,33082.00572,-99967.20492
138.8628333,35.0987222200001,7460,沼津土木事務所,（国）４１４号,C414-25,水銀灯,沼津市御幸町,35.09872222,138.8628333,33079.32714,-99927.15547
138.8631667,35.09822222,7461,沼津土木事務所,（国）４１４号,C414-26,水銀灯,沼津市御幸町,35.09822222,138.8631667,33109.91987,-99982.51078
138.8053611,34.75366667,7462,下田土木事務所,（主）下田松崎線,A15-2-2,高圧ナトリウム灯,松崎町建久寺地内,34.75366667,138.8053611,27956.38951,-138221.2796
138.7961944,34.75283333,7463,下田土木事務所,（主）下田松崎線,A15-2-2-1,,松崎町桜田,34.75283333,138.7961944,27117.43319,-138316.2297
138.7957222,34.7527222200001,7464,下田土木事務所,（主）下田松崎線,A15-2-2-2,,松崎町桜田,34.75272222,138.7957222,27074.23625,-138328.6819
138.7846944,34.7536111100001,7465,下田土木事務所,（主）下田松崎線,A15-23,高圧ナトリウム灯,松崎町江奈,34.75361111,138.7846944,26064.32838,-138232.9965
138.794,34.75477778,7466,下田土木事務所,（主）下田松崎線,A15-2-3,高圧ナトリウム灯,松崎町桜田,34.75477778,138.794,26915.8945,-138101.1304
138.9808889,35.28280556,7467,沼津土木事務所,（国）１３８号,C138-37,,御殿場市深沢字永尾,35.28280556,138.9808889,43743.68899,-79460.43158
138.9809167,35.28266667,7468,沼津土木事務所,（国）１３８号,C138-38,,御殿場市深沢字永尾,35.28266667,138.9809167,43746.29069,-79475.82723
138.7568056,34.73272222,7469,下田土木事務所,（国）１３６号,A136-63-0-1,高圧ナトリウム灯,松崎町石部,34.73272222,138.7568056,23516.95966,-140556.9783
138.789,34.8469722200001,7470,下田土木事務所,（県）仁科峠宇久須線,A410-4,高圧ナトリウム灯,西伊豆町宇久須985-8,34.84697222,138.789,26428.69926,-127875.6667
138.7628889,34.7392777800001,7471,下田土木事務所,（国）１３６号,A136-63-1,高圧ナトリウム灯,松崎町岩地128,34.73927778,138.7628889,24072.14062,-139828.3629
138.8525278,34.7315,7472,下田土木事務所,（主）下田松崎線,A15-1-3,高圧ナトリウム灯,松崎町小杉原846地先,34.7315,138.8525278,32283.22751,-140665.9964
138.7874722,34.75358333,7473,下田土木事務所,（主）下田松崎線,A15-14,高圧ナトリウム灯,松崎町江奈,34.75358333,138.7874722,26318.6491,-138235.3541
138.8518333,34.72925,7474,下田土木事務所,（主）下田松崎線,A15-1-4,高圧ナトリウム灯,松崎町小杉原1地先,34.72925,138.8518333,32220.50514,-140915.801
138.7874444,34.75325,7475,下田土木事務所,（主）下田松崎線,A15-15,高圧ナトリウム灯,松崎町江奈,34.75325,138.7874444,26316.21152,-138272.3362
138.8516944,34.7298611100001,7476,下田土木事務所,（主）下田松崎線,A15-1-5,高圧ナトリウム灯,松崎町小杉原1地先,34.72986111,138.8516944,32207.54864,-140848.0579
138.7868056,34.75341667,7477,下田土木事務所,（主）下田松崎線,A15-16,高圧ナトリウム灯,松崎町江奈,34.75341667,138.7868056,26257.66763,-138254.0153
138.8479167,34.7336944400001,7478,下田土木事務所,（主）下田松崎線,A15-1-6,高圧ナトリウム灯,松崎町小杉原地先,34.73369444,138.8479167,31860.11461,-140424.048
138.8278333,34.75647222,7479,下田土木事務所,（主）下田松崎線,A15-1-6-1,高圧ナトリウム灯,松崎町大沢地内,34.75647222,138.8278333,30012.75647,-137903.5915
138.7953056,34.78169444,7480,下田土木事務所,（主）伊東西伊豆線,A59-3,高圧ナトリウム灯,西伊豆町一色中畑656-4,34.78169444,138.7953056,27026.64413,-135115.029
138.7939167,34.7793888900001,7481,下田土木事務所,（主）伊東西伊豆線,A59-4,高圧ナトリウム灯,西伊豆町一色寺川463-1,34.77938889,138.7939167,26900.27959,-135371.1472
138.8628056,35.10133333,7482,沼津土木事務所,（国）４１４号,C414-13-1,,沼津市三枚橋,35.10133333,138.8628056,33075.7407,-99637.50884
138.8625833,35.1013888900001,7483,沼津土木事務所,（国）４１４号,C414-13-2,,沼津市三枚橋,35.10138889,138.8625833,33055.45823,-99631.4192
138.8627222,35.1011388900001,7484,沼津土木事務所,（国）４１４号,C414-14,水銀灯,沼津市三枚橋,35.10113889,138.8627222,33068.22136,-99659.10614
138.8655556,35.1070277800001,7485,沼津土木事務所,（国）４１４号,C414-15,水銀灯,沼津市杉崎町,35.10702778,138.8655556,33324.13221,-99004.89486
138.86575,35.1068888900001,7486,沼津土木事務所,（国）４１４号,C414-16,高圧ナトリウム灯,沼津市杉崎町,35.10688889,138.86575,33341.91405,-99020.23718
138.9801944,35.28505556,7487,沼津土木事務所,（国）１３８号,C138-31,,御殿場市深沢字永尾,35.28505556,138.9801944,43679.30998,-79211.13162
138.7763611,34.7490277800001,7488,下田土木事務所,（国）１３６号,A136-66-1-1,高圧ナトリウム灯,松崎町松崎22-3地先,34.74902778,138.7763611,25302.79157,-138743.5335
138.7765556,34.74922222,7489,下田土木事務所,（国）１３６号,A136-66-1-2,高圧ナトリウム灯,松崎町松崎234-1地先,34.74922222,138.7765556,25320.53554,-138721.9163
138.7773889,34.74955556,7490,下田土木事務所,（国）１３６号,A136-66-1-3,高圧ナトリウム灯,松崎町松崎232地先,34.74955556,138.7773889,25396.73072,-138684.7302
139.025,34.7647222200001,7491,下田土木事務所,（国）１３５号,A135-23-92,高圧ナトリウム灯,河津町見高2310-10,34.76472222,139.025,48058.4974,-136911.8592
138.9536389,34.7765,7492,下田土木事務所,（国）４１４号,A414-41-31,高圧ナトリウム灯,河津町湯ヶ野地内,34.7765,138.9536389,41520.1506,-135637.2031
138.9533889,34.77652778,7493,下田土木事務所,（国）４１４号,A414-41-32,高圧ナトリウム灯,河津町湯ヶ野地内,34.77652778,138.9533889,41497.25481,-135634.2248
138.9528889,34.7765833300001,7494,下田土木事務所,（国）４１４号,A414-41-33,高圧ナトリウム灯,河津町湯ヶ野地内,34.77658333,138.9528889,41451.46327,-135628.2693
138.9524444,34.7766388900001,7495,下田土木事務所,（国）４１４号,A414-41-34,高圧ナトリウム灯,河津町湯ヶ野地内,34.77663889,138.9524444,41410.75613,-135622.2895
139.0254444,34.76927778,7496,下田土木事務所,（国）１３５号,A135-23-94-1,高圧ナトリウム灯,東伊豆町稲取2197-3,34.76927778,139.0254444,48096.53911,-136406.3126
139.0269167,34.76925,7497,下田土木事務所,（国）１３５号,A135-23-94-2,高圧ナトリウム灯,東伊豆町稲取2128-2,34.76925,139.0269167,48231.31713,-136408.6883
139.0345556,34.76847222,7498,下田土木事務所,（国）１３５号,A135-23-95,高圧ナトリウム灯,東伊豆町稲取1646-9,34.76847222,139.0345556,48931.00907,-136491.2713
139.0357222,34.7685,7499,下田土木事務所,（国）１３５号,A135-23-95-1,水銀灯,東伊豆町稲取字平1649-10,34.7685,139.0357222,49037.78498,-136487.6209
139.0359167,34.7685277800001,7500,下田土木事務所,（国）１３５号,A135-23-95-2,水銀灯,東伊豆町稲取字平1688-2,34.76852778,139.0359167,49055.56787,-136484.4445
139.0376111,34.77227778,7501,下田土木事務所,（国）１３５号,A135-23-96,高圧ナトリウム灯,東伊豆町稲取576-3,34.77227778,139.0376111,49208.44543,-136067.6395
138.78425,34.75363889,7502,下田土木事務所,（主）下田松崎線,A15-25,その他,松崎町江奈,34.75363889,138.78425,26023.63021,-138230.0301
138.7842222,34.7535,7503,下田土木事務所,（主）下田松崎線,A15-26,高圧ナトリウム灯,松崎町江奈,34.7535,138.7842222,26021.13045,-138245.4438
138.7707778,34.7750555600001,7504,下田土木事務所,（国）１３６号,A136-80-1,高圧ナトリウム灯,西伊豆町仁科994地先,34.77505556,138.7707778,24783.81755,-135857.7785
138.771,34.775,7505,下田土木事務所,（国）１３６号,A136-80-1-1,高圧ナトリウム灯,西伊豆町仁科1775番前,34.775,138.771,24804.17364,-135863.8867
138.7706944,34.7751388900001,7506,下田土木事務所,（国）１３６号,A136-80-1-2,高圧ナトリウム灯,西伊豆町仁科994番先,34.77513889,138.7706944,24776.16466,-135848.5556
138.7692778,34.77838889,7507,下田土木事務所,（国）１３６号,A136-80-2,高圧ナトリウム灯,西伊豆町仁科2011-2地先,34.77838889,138.7692778,24645.53363,-135488.3952
138.7828333,34.75388889,7508,下田土木事務所,（主）下田松崎線,A15-44,高圧ナトリウム灯,松崎町江奈,34.75388889,138.7828333,25893.85295,-138202.6647
138.7830556,34.754,7509,下田土木事務所,（主）下田松崎線,A15-45,その他,松崎町江奈,34.754,138.7830556,25914.16382,-138190.2825
138.7826944,34.754,7510,下田土木事務所,（主）下田松崎線,A15-46,その他,松崎町江奈,34.754,138.7826944,25881.10265,-138190.3755
138.7828333,34.7540277800001,7511,下田土木事務所,（主）下田松崎線,A15-47,その他,松崎町江奈,34.75402778,138.7828333,25893.8096,-138187.2582
138.7826944,34.75405556,7512,下田土木事務所,（主）下田松崎線,A15-48,その他,松崎町江奈,34.75405556,138.7826944,25881.08531,-138184.2125
138.9818056,35.2825833300001,7513,沼津土木事務所,（国）１３８号,C138-42,,御殿場市深沢地内,35.28258333,138.9818056,43827.19358,-79484.68024
138.9065,35.3158055600001,7514,沼津土木事務所,（国）４６９号,C469-0,,御殿場市中畑地内,35.31580556,138.9065,36961.91031,-75829.81498
138.9067222,35.3158055600001,7515,沼津土木事務所,（国）４６９号,C469-01,高圧ナトリウム灯,御殿場市中畑687,35.31580556,138.9067222,36982.11627,-75829.73208
138.9055,35.3133888900001,7516,沼津土木事務所,（国）４６９号,C469-02,高圧ナトリウム灯,御殿場市中畑528,35.31338889,138.9055,36872.07943,-76098.28359
138.9051389,35.31,7517,沼津土木事務所,（国）４６９号,C469-02-3,高圧ナトリウム灯,御殿場市飯盛塚交差点,35.31,138.9051389,36840.78016,-76474.3682
138.9049722,35.30972222,7518,沼津土木事務所,（国）４６９号,C469-02-4,高圧ナトリウム灯,御殿場市飯盛塚交差点,35.30972222,138.9049722,36825.75005,-76505.24596
138.9278333,35.03555556,7519,沼津土木事務所,（国）４１４号,C414-64-9-5,水銀灯,伊豆の国市長岡地内,35.03555556,138.9278333,39035.44056,-106910.8339
138.9288333,35.0336388900001,7520,沼津土木事務所,（国）４１４号,C414-65,高圧ナトリウム灯,伊豆の国市長岡614,35.03363889,138.9288333,39127.59454,-107123.0608
138.9290556,35.0495,7521,沼津土木事務所,（国）４１４号,C414-65-5,水銀灯,伊豆の国市長岡地内,35.0495,138.9290556,39140.30604,-105363.4799
138.9288333,35.03072222,7522,沼津土木事務所,（国）４１４号,C414-66,水銀灯,伊豆の国市長岡181-6,35.03072222,138.9288333,39128.98467,-107446.6103
138.8453333,35.2523888900001,7523,沼津土木事務所,（国）４６９号,C469-10B,水銀灯,裾野市須山地先,35.25238889,138.8453333,31424.66439,-82886.06142
138.9296944,35.02444444,7524,沼津土木事務所,（国）４１４号,C414-67-0-5,高圧ナトリウム灯,伊豆の国市小阪地内,35.02444444,138.9296944,39210.55507,-108142.6732
138.9299444,35.0233611100001,7525,沼津土木事務所,（国）４１４号,C414-67-1,高圧ナトリウム灯,伊豆の国市小阪地内,35.02336111,138.9299444,39233.88583,-108262.7498
138.9332778,35.0217222200001,7526,沼津土木事務所,（国）４１４号,C414-67-1-3,高圧ナトリウム灯,伊豆の国市小阪,35.02172222,138.9332778,39538.8554,-108443.2384
138.7786667,34.7498888900001,7527,下田土木事務所,（国）１３６号,A136-66-1-4,高圧ナトリウム灯,松崎町松崎54-1地先,34.74988889,138.7786667,25513.61749,-138647.4318
138.78025,34.7506388900001,7528,下田土木事務所,（国）１３６号,A136-66-1-4-1新,高圧ナトリウム灯,松崎町宮内,34.75063889,138.78025,25658.34937,-138563.8348
138.7815833,34.75116667,7529,下田土木事務所,（国）１３６号,A136-66-1-5,高圧ナトリウム灯,松崎町宮内51,34.75116667,138.7815833,25780.25903,-138504.9494
138.9401944,35.01172222,7530,沼津土木事務所,（国）４１４号,C414-73-6,水銀灯,伊豆の国市田京地内,35.01172222,138.9401944,40174.93144,-109549.7864
138.9406944,35.01122222,7531,沼津土木事務所,（国）４１４号,C414-73-7,水銀灯,伊豆の国市田京地内,35.01122222,138.9406944,40220.80968,-109605.0506
